"Holiday (0=No, 1=Yes)",Temperature (K),Rainfall per hour,Snowfall per hour,Clouds,Hour,Traffic Volume per hour,Weather,Weather description,Date_Time,
0,294.38,0,0,56,0,642,Rain,moderate rain,2013/7/23 0:00,
0,294.12,0,0,56,1,392,Rain,moderate rain,2013/7/23 1:00,
0,293.66,0,0,56,2,274,Rain,moderate rain,2013/7/23 2:00,
0,293.05,0,0,92,3,344,Rain,moderate rain,2013/7/23 3:00,
0,292.85,0,0,92,4,854,Rain,moderate rain,2013/7/23 4:00,
0,292.99,0,0,92,5,2922,Rain,moderate rain,2013/7/23 5:00,
0,293.28,0,0,80,6,5971,Rain,light rain,2013/7/23 6:00,
0,293.27,0,0,80,7,6266,Rain,light rain,2013/7/23 7:00,
0,293.9,0,0,80,8,6265,Rain,light rain,2013/7/23 8:00,
0,294.74,0,0,12,9,5131,Clouds,few clouds,2013/7/23 9:00,
0,296.56,0,0,12,10,4574,Clouds,few clouds,2013/7/23 10:00,
0,298.25,0,0,12,11,4932,Clouds,few clouds,2013/7/23 11:00,
0,299.83,0,0,32,12,5365,Clouds,scattered clouds,2013/7/23 12:00,
0,300.34,0,0,32,13,5248,Clouds,scattered clouds,2013/7/23 13:00,
0,301.29,0,0,32,14,5660,Clouds,scattered clouds,2013/7/23 14:00,
0,301.91,0,0,0,15,6068,Clear,Sky is Clear,2013/7/23 15:00,
0,301.13,0,0,0,17,6146,Clear,Sky is Clear,2013/7/23 17:00,
0,300.13,0,0,0,18,4555,Clear,Sky is Clear,2013/7/23 18:00,
0,298.77,0,0,0,19,3562,Clear,Sky is Clear,2013/7/23 19:00,
0,297.01,0,0,0,20,3180,Clear,Sky is Clear,2013/7/23 20:00,
0,295.29,0,0,0,21,2903,Clear,Sky is Clear,2013/7/23 21:00,
0,293.74,0,0,0,22,1952,Clear,Sky is Clear,2013/7/23 22:00,
0,292.56,0,0,0,23,1199,Clear,Sky is Clear,2013/7/23 23:00,
0,291.56,0,0,90,0,660,Clouds,overcast clouds,2013/7/24 0:00,
0,290.2,0,0,1,2,314,Clear,sky is clear,2013/7/24 2:00,
0,290,0,0,40,3,364,Clouds,scattered clouds,2013/7/24 3:00,
0,288.03,0,0,0,5,2932,Clear,Sky is Clear,2013/7/24 5:00,
0,287.62,0,0,1,6,6168,Clear,sky is clear,2013/7/24 6:00,
0,289.29,0,0,20,8,6184,Clouds,few clouds,2013/7/24 8:00,
0,290.64,0,0,56,9,5343,Clouds,broken clouds,2013/7/24 9:00,
0,291.78,0,0,56,10,4750,Clouds,broken clouds,2013/7/24 10:00,
0,292.82,0,0,56,11,5049,Clouds,broken clouds,2013/7/24 11:00,
0,294.04,0,0,0,12,5208,Clear,Sky is Clear,2013/7/24 12:00,
0,294.63,0,0,0,13,5236,Clear,Sky is Clear,2013/7/24 13:00,
0,295.8,0,0,0,14,5626,Clear,Sky is Clear,2013/7/24 14:00,
0,296.4,0,0,0,15,6000,Clear,Sky is Clear,2013/7/24 15:00,
0,296.78,0,0,0,16,6566,Clear,Sky is Clear,2013/7/24 16:00,
0,296.78,0,0,0,17,6155,Clear,Sky is Clear,2013/7/24 17:00,
0,296.48,0,0,0,18,4672,Clear,Sky is Clear,2013/7/24 18:00,
0,296.16,0,0,0,19,3542,Clear,Sky is Clear,2013/7/24 19:00,
0,295.09,0,0,0,20,3156,Clear,Sky is Clear,2013/7/24 20:00,
0,293.2,0,0,0,21,2872,Clear,Sky is Clear,2013/7/24 21:00,
0,291.36,0,0,0,22,2042,Clear,Sky is Clear,2013/7/24 22:00,
0,289.89,0,0,0,23,1248,Clear,Sky is Clear,2013/7/24 23:00,
0,288.49,0,0,0,0,706,Clear,Sky is Clear,2013/7/25 0:00,
0,288.45,0,0,0,1,427,Clear,Sky is Clear,2013/7/25 1:00,
0,287.46,0,0,0,2,310,Clear,Sky is Clear,2013/7/25 2:00,
0,287.67,0,0,0,3,345,Clear,Sky is Clear,2013/7/25 3:00,
0,287.61,0,0,0,4,870,Clear,Sky is Clear,2013/7/25 4:00,
0,288.18,0,0,0,5,2903,Clear,Sky is Clear,2013/7/25 5:00,
0,288.64,0,0,0,6,6025,Clear,Sky is Clear,2013/7/25 6:00,
0,289.11,0,0,0,7,6331,Clear,Sky is Clear,2013/7/25 7:00,
0,289.58,0,0,0,8,6001,Clear,Sky is Clear,2013/7/25 8:00,
0,290.11,0,0,0,9,5213,Clear,Sky is Clear,2013/7/25 9:00,
0,290.65,0,0,0,10,4727,Clear,Sky is Clear,2013/7/25 10:00,
0,291.72,0,0,0,11,5104,Clear,Sky is Clear,2013/7/25 11:00,
0,292.64,0,0,8,12,5340,Clear,sky is clear,2013/7/25 12:00,
0,294.42,0,0,8,13,5433,Clear,sky is clear,2013/7/25 13:00,
0,296.64,0,0,8,14,5842,Clear,sky is clear,2013/7/25 14:00,
0,297.54,0,0,88,15,6040,Clouds,overcast clouds,2013/7/25 15:00,
0,297.15,0,0,32,16,6423,Clouds,scattered clouds,2013/7/25 16:00,
0,297.53,0,0,32,17,6120,Clouds,scattered clouds,2013/7/25 17:00,
0,297.71,0,0,64,18,4758,Clouds,broken clouds,2013/7/25 18:00,
0,296.84,0,0,64,19,3640,Clouds,broken clouds,2013/7/25 19:00,
0,296.07,0,0,64,20,3390,Clouds,broken clouds,2013/7/25 20:00,
0,294.17,0,0,64,21,3153,Clouds,broken clouds,2013/7/25 21:00,
0,292.54,0,0,64,22,2310,Clouds,broken clouds,2013/7/25 22:00,
0,291.62,0,0,36,23,1407,Clouds,scattered clouds,2013/7/25 23:00,
0,292.11,0,0,32,0,782,Clouds,scattered clouds,2013/7/26 0:00,
0,292.41,0,0,32,1,474,Rain,light rain,2013/7/26 1:00,
0,292.21,0,0,32,2,332,Drizzle,light intensity drizzle,2013/7/26 2:00,
0,292.21,0,0,32,2,332,Rain,moderate rain,2013/7/26 2:00,
0,291.7,0.25,0,32,3,391,Rain,light rain,2013/7/26 3:00,
0,290.7,0.76,0,0,4,781,Rain,light rain,2013/7/26 4:00,
0,289.8,0,0,0,5,2740,Clear,Sky is Clear,2013/7/26 5:00,
0,289.88,0,0,0,6,5818,Clear,Sky is Clear,2013/7/26 6:00,
0,290.56,0.25,0,0,7,6509,Rain,light rain,2013/7/26 7:00,
0,291.86,0,0,0,8,5601,Clear,Sky is Clear,2013/7/26 8:00,
0,293.54,0,0,0,9,5174,Clear,Sky is Clear,2013/7/26 9:00,
0,295.96,0,0,0,10,4821,Clear,Sky is Clear,2013/7/26 10:00,
0,298.61,0,0,0,13,5583,Clear,Sky is Clear,2013/7/26 13:00,
0,298.19,0,0,0,14,5863,Rain,light rain,2013/7/26 14:00,
0,297.99,0.25,0,92,15,5975,Rain,light rain,2013/7/26 15:00,
0,297.88,0,0,92,16,6040,Clouds,overcast clouds,2013/7/26 16:00,
0,298.19,0,0,92,17,5346,Clouds,overcast clouds,2013/7/26 17:00,
0,298.15,0,0,92,18,4634,Clouds,overcast clouds,2013/7/26 18:00,
0,298.15,0,0,92,19,3807,Clouds,overcast clouds,2013/7/26 19:00,
0,297.09,0,0,92,20,3140,Clouds,overcast clouds,2013/7/26 20:00,
0,295.81,0,0,92,21,2917,Rain,light rain,2013/7/26 21:00,
0,295.63,0,0,92,22,2625,Rain,light rain,2013/7/26 22:00,
0,294.51,0,0,92,23,1929,Rain,light rain,2013/7/26 23:00,
0,294.42,0,0,24,0,1196,Rain,light rain,2013/7/27 0:00,
0,293.28,0.51,0,24,1,770,Rain,light rain,2013/7/27 1:00,
0,292.73,0,0,24,2,537,Thunderstorm,proximity thunderstorm,2013/7/27 2:00,
0,291.46,5.08,0,76,3,439,Rain,heavy intensity rain,2013/7/27 3:00,
0,291.46,5.08,0,76,3,439,Thunderstorm,proximity thunderstorm,2013/7/27 3:00,
0,291.34,0,0,76,4,402,Clouds,broken clouds,2013/7/27 4:00,
0,290,0,0,76,5,919,Clouds,broken clouds,2013/7/27 5:00,
0,289.36,0,0,8,6,1549,Clear,sky is clear,2013/7/27 6:00,
0,288.56,0,0,8,7,2043,Clear,sky is clear,2013/7/27 7:00,
0,289.23,0,0,8,8,2854,Clear,sky is clear,2013/7/27 8:00,
0,290.43,0,0,64,9,3524,Clouds,broken clouds,2013/7/27 9:00,
0,290.19,0,0,68,10,4049,Clouds,broken clouds,2013/7/27 10:00,
0,291.33,0,0,68,11,4218,Clouds,broken clouds,2013/7/27 11:00,
0,291.57,0,0,32,12,4414,Rain,light rain,2013/7/27 12:00,
0,292.78,0.25,0,32,13,4325,Rain,light rain,2013/7/27 13:00,
0,291.65,0.25,0,32,14,4591,Rain,light rain,2013/7/27 14:00,
0,292.59,0,0,48,15,4418,Clouds,scattered clouds,2013/7/27 15:00,
0,291.93,0,0,48,16,4377,Clouds,scattered clouds,2013/7/27 16:00,
0,291.45,0,0,48,17,4035,Clouds,scattered clouds,2013/7/27 17:00,
0,290.65,0,0,92,18,3948,Rain,light rain,2013/7/27 18:00,
0,289.65,0,0,92,19,3189,Clouds,overcast clouds,2013/7/27 19:00,
0,289.36,0,0,92,20,2929,Clouds,overcast clouds,2013/7/27 20:00,
0,288.22,0,0,88,21,2926,Clouds,overcast clouds,2013/7/27 21:00,
0,287.62,0,0,88,22,2635,Clouds,overcast clouds,2013/7/27 22:00,
0,286.52,0,0,88,23,2031,Clouds,overcast clouds,2013/7/27 23:00,
0,285.91,0,0,92,0,1371,Clouds,overcast clouds,2013/7/28 0:00,
0,285.38,0,0,92,1,822,Clouds,overcast clouds,2013/7/28 1:00,
0,284.94,0,0,92,2,565,Clouds,overcast clouds,2013/7/28 2:00,
0,284.67,0,0,48,3,393,Clouds,scattered clouds,2013/7/28 3:00,
0,284.45,0,0,90,4,318,Drizzle,drizzle,2013/7/28 4:00,
0,284.13,0,0,48,5,542,Clouds,scattered clouds,2013/7/28 5:00,
0,284.05,0,0,48,6,870,Clouds,scattered clouds,2013/7/28 6:00,
0,284.2,0,0,48,7,1137,Clouds,scattered clouds,2013/7/28 7:00,
0,284.93,0,0,48,8,1723,Clouds,scattered clouds,2013/7/28 8:00,
0,286.54,0,0,0,9,2431,Clear,Sky is Clear,2013/7/28 9:00,
0,288.07,0,0,0,10,3336,Clear,Sky is Clear,2013/7/28 10:00,
0,287.99,0,0,0,11,3741,Rain,light rain,2013/7/28 11:00,
0,286.09,0.25,0,48,12,4253,Rain,light rain,2013/7/28 12:00,
0,286.09,0.25,0,48,12,4253,Drizzle,light intensity drizzle,2013/7/28 12:00,
0,287.12,0,0,48,13,4592,Rain,light rain,2013/7/28 13:00,
0,288.26,0.51,0,48,14,4706,Rain,light rain,2013/7/28 14:00,
0,288.34,0.25,0,76,15,4625,Rain,moderate rain,2013/7/28 15:00,
0,288.49,0,0,76,16,4601,Drizzle,light intensity drizzle,2013/7/28 16:00,
0,289.4,0,0,76,17,4478,Clouds,broken clouds,2013/7/28 17:00,
0,288.86,0,0,92,18,4033,Clouds,overcast clouds,2013/7/28 18:00,
0,288.31,0,0,92,19,3504,Clouds,overcast clouds,2013/7/28 19:00,
0,287.8,0.51,0,92,20,3204,Rain,light rain,2013/7/28 20:00,
0,287.12,0.25,0,48,21,2910,Rain,light rain,2013/7/28 21:00,
0,286.47,0.25,0,48,22,2025,Rain,light rain,2013/7/28 22:00,
0,285.69,0,0,48,23,1387,Clouds,scattered clouds,2013/7/28 23:00,
0,285.24,0,0,32,0,739,Clouds,scattered clouds,2013/7/29 0:00,
0,285.55,0,0,32,1,468,Clouds,scattered clouds,2013/7/29 1:00,
0,285.35,0,0,32,2,324,Clouds,scattered clouds,2013/7/29 2:00,
0,284.4,0,0,76,3,345,Clouds,broken clouds,2013/7/29 3:00,
0,283.99,0,0,76,4,846,Clouds,broken clouds,2013/7/29 4:00,
0,284.02,0,0,76,5,2833,Clouds,broken clouds,2013/7/29 5:00,
0,283.69,0,0,0,6,5951,Clear,Sky is Clear,2013/7/29 6:00,
0,283.7,0,0,0,7,6505,Clear,Sky is Clear,2013/7/29 7:00,
0,284.58,0,0,0,8,5920,Clear,Sky is Clear,2013/7/29 8:00,
0,285.41,0,0,8,9,4986,Clear,sky is clear,2013/7/29 9:00,
0,288.06,0,0,8,10,4475,Clear,sky is clear,2013/7/29 10:00,
0,290.15,0,0,0,12,4998,Clear,Sky is Clear,2013/7/29 12:00,
0,291.91,0,0,12,13,5031,Clouds,few clouds,2013/7/29 13:00,
0,292.95,0,0,12,14,5356,Clouds,few clouds,2013/7/29 14:00,
0,293.66,0,0,12,15,5758,Clouds,few clouds,2013/7/29 15:00,
0,294.37,0,0,12,16,6303,Clouds,few clouds,2013/7/29 16:00,
0,295.34,0,0,12,17,5905,Clouds,few clouds,2013/7/29 17:00,
0,294.81,0,0,0,18,4322,Clear,Sky is Clear,2013/7/29 18:00,
0,294.2,0,0,0,19,3391,Clear,Sky is Clear,2013/7/29 19:00,
0,293.04,0,0,0,20,2868,Clear,Sky is Clear,2013/7/29 20:00,
0,290.86,0,0,32,21,2574,Clouds,scattered clouds,2013/7/29 21:00,
0,288.55,0,0,32,22,1736,Clouds,scattered clouds,2013/7/29 22:00,
0,286.06,0,0,1,23,1196,Clear,sky is clear,2013/7/29 23:00,
0,284.87,0,0,12,1,411,Clouds,few clouds,2013/7/30 1:00,
0,284.28,0,0,12,2,283,Clouds,few clouds,2013/7/30 2:00,
0,284.29,0,0,0,3,377,Mist,mist,2013/7/30 3:00,
0,284.04,0,0,0,4,819,Clear,Sky is Clear,2013/7/30 4:00,
0,283.76,0,0,0,5,2856,Clear,Sky is Clear,2013/7/30 5:00,
0,283.17,0,0,0,6,6011,Clear,Sky is Clear,2013/7/30 6:00,
0,284.16,0,0,0,7,6721,Mist,mist,2013/7/30 7:00,
0,287.38,0,0,0,8,5794,Clear,Sky is Clear,2013/7/30 8:00,
0,289.9,0,0,20,9,5161,Clouds,few clouds,2013/7/30 9:00,
0,292.55,0,0,20,10,4578,Clouds,few clouds,2013/7/30 10:00,
0,294.06,0,0,20,11,5025,Clouds,few clouds,2013/7/30 11:00,
0,295.21,0,0,0,12,5353,Clear,Sky is Clear,2013/7/30 12:00,
0,295.93,0,0,0,13,5244,Clear,Sky is Clear,2013/7/30 13:00,
0,297.39,1.02,0,0,15,5907,Rain,moderate rain,2013/7/30 15:00,
0,297.26,0,0,0,16,7070,Clear,Sky is Clear,2013/7/30 16:00,
0,297.19,0,0,0,17,6760,Clear,Sky is Clear,2013/7/30 17:00,
0,297.03,0,0,24,18,5025,Clouds,few clouds,2013/7/30 18:00,
0,295.96,0,0,24,19,3450,Clouds,few clouds,2013/7/30 19:00,
0,294.82,0,0,24,20,3015,Clouds,few clouds,2013/7/30 20:00,
0,293.6,0,0,80,21,2657,Clouds,broken clouds,2013/7/30 21:00,
0,293.06,0,0,80,22,1814,Clouds,broken clouds,2013/7/30 22:00,
0,292.1,0,0,80,23,1204,Rain,light rain,2013/7/30 23:00,
0,292.1,0,0,80,23,1204,Drizzle,light intensity drizzle,2013/7/30 23:00,
0,291.64,0,0,64,0,666,Rain,heavy intensity rain,2013/7/31 0:00,
0,291.64,0,0,64,0,666,Drizzle,light intensity drizzle,2013/7/31 0:00,
0,290.65,0.76,0,64,1,402,Rain,moderate rain,2013/7/31 1:00,
0,290.65,0.76,0,64,1,402,Drizzle,drizzle,2013/7/31 1:00,
0,290.4,0.51,0,64,2,287,Rain,light rain,2013/7/31 2:00,
0,289.91,1.52,0,80,4,822,Rain,moderate rain,2013/7/31 4:00,
0,289.91,1.52,0,80,4,822,Mist,mist,2013/7/31 4:00,
0,290.12,0.38,0,80,5,2956,Rain,moderate rain,2013/7/31 5:00,
0,290.12,0.38,0,80,5,2956,Mist,mist,2013/7/31 5:00,
0,290.12,0.38,0,80,5,2956,Drizzle,light intensity drizzle,2013/7/31 5:00,
0,289.86,0.51,0,92,6,6289,Rain,light rain,2013/7/31 6:00,
0,289.86,0.51,0,92,6,6289,Drizzle,drizzle,2013/7/31 6:00,
0,289.82,0.51,0,92,7,6866,Rain,light rain,2013/7/31 7:00,
0,289.82,0.51,0,92,7,6866,Drizzle,drizzle,2013/7/31 7:00,
0,289.82,0.51,0,92,7,6866,Mist,mist,2013/7/31 7:00,
0,290.18,0.38,0,92,8,6015,Rain,light rain,2013/7/31 8:00,
0,290.18,0.38,0,92,8,6015,Mist,mist,2013/7/31 8:00,
0,290.3,0.51,0,92,9,5233,Rain,light rain,2013/7/31 9:00,
0,290.3,0.51,0,92,9,5233,Mist,mist,2013/7/31 9:00,
0,290.98,0.25,0,92,10,4800,Rain,light rain,2013/7/31 10:00,
0,290.98,0.25,0,92,10,4800,Mist,mist,2013/7/31 10:00,
0,291.89,0,0,92,11,5072,Clouds,overcast clouds,2013/7/31 11:00,
0,292.4,0,0,12,12,5329,Clouds,few clouds,2013/7/31 12:00,
0,292.94,0,0,12,13,5349,Clouds,few clouds,2013/7/31 13:00,
0,293.47,0,0,12,14,5655,Clouds,few clouds,2013/7/31 14:00,
0,293.94,0,0,36,15,5919,Clouds,scattered clouds,2013/7/31 15:00,
0,294.22,0,0,36,16,6594,Clouds,scattered clouds,2013/7/31 16:00,
0,294.39,0,0,36,17,6304,Clouds,scattered clouds,2013/7/31 17:00,
0,294.2,0,0,80,18,4936,Clouds,broken clouds,2013/7/31 18:00,
0,294.02,0,0,80,19,3495,Clouds,broken clouds,2013/7/31 19:00,
0,293.33,0,0,80,20,3255,Clouds,broken clouds,2013/7/31 20:00,
0,292.7,0,0,64,21,2727,Clouds,broken clouds,2013/7/31 21:00,
0,292.25,0,0,64,22,1937,Clouds,broken clouds,2013/7/31 22:00,
0,291.21,0,0,64,23,1372,Mist,mist,2013/7/31 23:00,
0,290.4,0,0,48,0,680,Mist,mist,2013/8/1 0:00,
0,290.4,0,0,48,0,680,Fog,fog,2013/8/1 0:00,
0,289.31,0,0,48,1,503,Mist,mist,2013/8/1 1:00,
0,289.12,0,0,48,2,344,Mist,mist,2013/8/1 2:00,
0,289.12,0,0,48,2,344,Fog,fog,2013/8/1 2:00,
0,289.31,0,0,0,3,421,Mist,mist,2013/8/1 3:00,
0,289.37,0,0,0,4,851,Mist,mist,2013/8/1 4:00,
0,289.37,0,0,0,4,851,Fog,fog,2013/8/1 4:00,
0,289.58,0,0,0,5,3006,Mist,mist,2013/8/1 5:00,
0,289.58,0,0,0,5,3006,Fog,fog,2013/8/1 5:00,
0,289.81,0.25,0,24,6,5886,Rain,light rain,2013/8/1 6:00,
0,289.81,0.25,0,24,6,5886,Mist,mist,2013/8/1 6:00,
0,289.81,0.25,0,24,6,5886,Fog,fog,2013/8/1 6:00,
0,289.97,0,0,24,7,6160,Fog,fog,2013/8/1 7:00,
0,289.97,0,0,24,7,6160,Mist,mist,2013/8/1 7:00,
0,290.35,0,0,24,8,6217,Mist,mist,2013/8/1 8:00,
0,291.6,0,0,64,9,5448,Fog,fog,2013/8/1 9:00,
0,291.6,0,0,64,9,5448,Mist,mist,2013/8/1 9:00,
0,292.81,0,0,8,10,5096,Mist,mist,2013/8/1 10:00,
0,293.61,0,0,8,11,5509,Clear,sky is clear,2013/8/1 11:00,
0,294.28,0,0,64,12,5538,Clouds,broken clouds,2013/8/1 12:00,
0,295.87,0,0,64,13,5334,Clouds,broken clouds,2013/8/1 13:00,
0,297.55,0,0,64,14,5845,Clouds,broken clouds,2013/8/1 14:00,
0,298.46,0,0,20,15,6119,Clouds,few clouds,2013/8/1 15:00,
0,298.45,0,0,20,16,6440,Clouds,few clouds,2013/8/1 16:00,
0,298.3,0.25,0,1,17,6168,Rain,light rain,2013/8/1 17:00,
0,297.47,0,0,1,18,4875,Clear,sky is clear,2013/8/1 18:00,
0,296.47,0,0,1,19,3782,Clear,sky is clear,2013/8/1 19:00,
0,292.85,0,0,1,21,3171,Clear,sky is clear,2013/8/1 21:00,
0,290.38,0,0,0,23,2367,Clear,Sky is Clear,2013/8/1 23:00,
0,290.11,0,0,0,0,894,Clear,Sky is Clear,2013/8/2 0:00,
0,288.98,0,0,0,1,552,Clear,Sky is Clear,2013/8/2 1:00,
0,287.61,0,0,0,2,390,Clear,Sky is Clear,2013/8/2 2:00,
0,286.87,0,0,0,3,433,Clear,Sky is Clear,2013/8/2 3:00,
0,286.25,0,0,0,4,779,Clear,Sky is Clear,2013/8/2 4:00,
0,285.85,0,0,0,5,2769,Clear,Sky is Clear,2013/8/2 5:00,
0,285.48,0,0,0,6,5610,Clear,Sky is Clear,2013/8/2 6:00,
0,285.96,0,0,0,7,6318,Clear,Sky is Clear,2013/8/2 7:00,
0,288.78,0,0,0,8,5613,Clear,Sky is Clear,2013/8/2 8:00,
0,291.43,0,0,32,9,5253,Clouds,scattered clouds,2013/8/2 9:00,
0,294.28,0,0,32,10,4848,Clouds,scattered clouds,2013/8/2 10:00,
0,295.96,0,0,32,11,5458,Clouds,scattered clouds,2013/8/2 11:00,
0,297.1,0,0,0,12,5815,Clear,Sky is Clear,2013/8/2 12:00,
0,297.86,0,0,0,13,5842,Clear,Sky is Clear,2013/8/2 13:00,
0,299,0,0,0,14,6054,Clear,Sky is Clear,2013/8/2 14:00,
0,299.47,0,0,0,15,6128,Clear,Sky is Clear,2013/8/2 15:00,
0,299.37,0,0,0,16,6342,Clear,Sky is Clear,2013/8/2 16:00,
0,299.73,0,0,0,17,5613,Clear,Sky is Clear,2013/8/2 17:00,
0,300,0,0,0,18,4955,Clear,Sky is Clear,2013/8/2 18:00,
0,298.08,0,0,0,19,3793,Clear,Sky is Clear,2013/8/2 19:00,
0,297.61,0,0,0,20,3178,Clear,Sky is Clear,2013/8/2 20:00,
0,294.82,0,0,40,21,3441,Clouds,scattered clouds,2013/8/2 21:00,
0,292.87,0,0,64,22,3589,Clouds,broken clouds,2013/8/2 22:00,
0,291.89,0,0,64,23,2174,Clouds,broken clouds,2013/8/2 23:00,
0,291.36,0,0,0,0,1415,Clear,Sky is Clear,2013/8/3 0:00,
0,290.18,0,0,0,1,890,Clear,Sky is Clear,2013/8/3 1:00,
0,289.57,0,0,0,2,550,Clear,Sky is Clear,2013/8/3 2:00,
0,289.42,0,0,0,3,472,Clear,Sky is Clear,2013/8/3 3:00,
0,288.6,0,0,0,4,406,Clear,Sky is Clear,2013/8/3 4:00,
0,288.53,0,0,0,5,918,Clear,Sky is Clear,2013/8/3 5:00,
0,287.87,0,0,0,7,1862,Clear,Sky is Clear,2013/8/3 7:00,
0,289.65,0,0,0,8,2741,Clear,Sky is Clear,2013/8/3 8:00,
0,294.04,0,0,0,10,4455,Clear,Sky is Clear,2013/8/3 10:00,
0,295.17,0,0,0,11,4335,Clear,Sky is Clear,2013/8/3 11:00,
0,295.8,0,0,12,12,4677,Clouds,few clouds,2013/8/3 12:00,
0,296.12,0,0,12,13,4505,Clouds,few clouds,2013/8/3 13:00,
0,296.56,0,0,12,14,4574,Clouds,few clouds,2013/8/3 14:00,
0,296.78,0,0,48,15,4656,Clouds,scattered clouds,2013/8/3 15:00,
0,296.91,0,0,48,16,4371,Clouds,scattered clouds,2013/8/3 16:00,
0,296.25,0,0,48,17,4305,Clouds,scattered clouds,2013/8/3 17:00,
0,296.56,0,0,92,18,3828,Clouds,overcast clouds,2013/8/3 18:00,
0,296.03,0,0,92,19,3405,Clouds,overcast clouds,2013/8/3 19:00,
0,294.79,0,0,92,20,3094,Clouds,overcast clouds,2013/8/3 20:00,
0,292.3,0,0,92,21,2989,Clouds,overcast clouds,2013/8/3 21:00,
0,289.98,0,0,92,22,2623,Clouds,overcast clouds,2013/8/3 22:00,
0,289.12,0,0,92,23,1998,Clouds,overcast clouds,2013/8/3 23:00,
0,287.31,0,0,92,0,1507,Clouds,overcast clouds,2013/8/4 0:00,
0,287.18,0,0,92,1,964,Clouds,overcast clouds,2013/8/4 1:00,
0,286.11,0,0,92,2,610,Clouds,overcast clouds,2013/8/4 2:00,
0,286.17,0,0,44,3,438,Clouds,scattered clouds,2013/8/4 3:00,
0,285.64,0,0,44,4,337,Clouds,scattered clouds,2013/8/4 4:00,
0,285.26,0,0,44,5,551,Clouds,scattered clouds,2013/8/4 5:00,
0,284.29,0,0,0,6,847,Mist,mist,2013/8/4 6:00,
0,284.61,0,0,0,7,1132,Clear,Sky is Clear,2013/8/4 7:00,
0,287.17,0,0,0,8,1753,Clear,Sky is Clear,2013/8/4 8:00,
0,290.28,0,0,0,9,2732,Clear,Sky is Clear,2013/8/4 9:00,
0,293,0,0,0,10,3426,Clear,Sky is Clear,2013/8/4 10:00,
0,294.51,0,0,0,11,4133,Clear,Sky is Clear,2013/8/4 11:00,
0,295.64,0,0,56,12,4572,Clouds,broken clouds,2013/8/4 12:00,
0,296.28,0,0,56,13,4301,Clouds,broken clouds,2013/8/4 13:00,
0,297.17,0,0,56,14,4338,Clouds,broken clouds,2013/8/4 14:00,
0,297.44,0,0,44,15,4421,Clouds,scattered clouds,2013/8/4 15:00,
0,297.38,0,0,44,16,4392,Clouds,scattered clouds,2013/8/4 16:00,
0,297.23,0,0,44,17,4391,Clouds,scattered clouds,2013/8/4 17:00,
0,297.22,0,0,8,18,3912,Clear,sky is clear,2013/8/4 18:00,
0,296.09,0,0,8,19,3365,Clear,sky is clear,2013/8/4 19:00,
0,295.1,0,0,8,20,3075,Clear,sky is clear,2013/8/4 20:00,
0,292.22,0,0,76,21,2880,Clouds,broken clouds,2013/8/4 21:00,
0,289.78,0,0,76,22,2040,Clouds,broken clouds,2013/8/4 22:00,
0,287.64,0,0,1,23,1211,Clear,sky is clear,2013/8/4 23:00,
0,287.74,0,0,0,1,436,Clear,Sky is Clear,2013/8/5 1:00,
0,286.55,0,0,0,2,321,Clear,Sky is Clear,2013/8/5 2:00,
0,285.95,0,0,20,3,370,Clouds,few clouds,2013/8/5 3:00,
0,284.97,0,0,20,4,845,Clouds,few clouds,2013/8/5 4:00,
0,284.66,0,0,20,5,2769,Clouds,few clouds,2013/8/5 5:00,
0,283.99,0,0,76,6,5471,Clouds,broken clouds,2013/8/5 6:00,
0,284.69,0,0,76,7,6597,Clouds,broken clouds,2013/8/5 7:00,
0,286.58,0,0,76,8,5876,Clouds,broken clouds,2013/8/5 8:00,
0,289.18,0,0,80,9,4984,Clouds,broken clouds,2013/8/5 9:00,
0,290.7,0,0,80,10,4393,Clouds,broken clouds,2013/8/5 10:00,
0,291.96,0,0,80,11,4767,Clouds,broken clouds,2013/8/5 11:00,
0,293.31,0,0,88,12,4917,Clouds,overcast clouds,2013/8/5 12:00,
0,294.35,0,0,8,13,5108,Clear,sky is clear,2013/8/5 13:00,
0,294.82,0,0,8,14,5340,Clear,sky is clear,2013/8/5 14:00,
0,296,0,0,92,15,5896,Clouds,overcast clouds,2013/8/5 15:00,
0,295.72,0,0,92,16,6217,Clouds,overcast clouds,2013/8/5 16:00,
0,295.8,0,0,92,17,5563,Clouds,overcast clouds,2013/8/5 17:00,
0,295.94,0,0,88,18,4479,Clouds,overcast clouds,2013/8/5 18:00,
0,295.05,0,0,88,19,3414,Clouds,overcast clouds,2013/8/5 19:00,
0,294.13,0,0,88,20,2834,Clouds,overcast clouds,2013/8/5 20:00,
0,291.91,0,0,92,21,2516,Clouds,overcast clouds,2013/8/5 21:00,
0,290.16,0,0,92,22,1818,Clouds,overcast clouds,2013/8/5 22:00,
0,289.28,0,0,92,23,1179,Clouds,overcast clouds,2013/8/5 23:00,
0,290.51,0,0,92,0,676,Clouds,overcast clouds,2013/8/6 0:00,
0,290.37,0,0,92,1,410,Clouds,overcast clouds,2013/8/6 1:00,
0,290.54,0,0,92,2,292,Thunderstorm,proximity thunderstorm with rain,2013/8/6 2:00,
0,289.47,7.11,0,92,3,386,Rain,heavy intensity rain,2013/8/6 3:00,
0,289.47,7.11,0,92,3,386,Mist,mist,2013/8/6 3:00,
